57	0	1769
1704	0	2656
2656	0	1704
1708	0	538
147	0	656
656	0	147
2525	0	2611
1484	0	2508
2611	0	2525
211	0	16
538	0	2257
2259	0	1315
1315	0	2259
2257	0	538
1370	0	360
16	0	211
2602	0	157
2125	0	1499
1606	0	1424
562	0	386
2062	0	1741
2346	0	360
360	0	2346
386	0	562
936	0	538
538	0	936
2508	0	1484
2169	0	2302
2488	0	2445
2302	0	2169
2445	0	2488
157	0	2602
1499	0	2125
1424	0	1606
1075	0	1075
758	0	179
101	0	1557
1557	0	101
2386	0	926
1424	0	1524
1524	0	1424
926	0	2386
385	0	946
946	0	385
2472	0	1470
2193	0	1310
2079	0	153
153	0	2079
360	0	2079
382	0	2580
2580	0	382
858	0	1124
1310	0	2193
538	0	2035
1470	0	2472
1763	0	1578
1202	0	990
990	0	1202
1291	0	2035
222	0	1605
385	0	2587
1605	0	222
970	0	528
2587	0	385
528	0	970
1971	0	2165
2165	0	1971
338	0	688
688	0	338
1578	0	1763
2035	0	538
360	0	1370
2	0	360
1741	0	2062
526	0	592
1144	0	397
2535	0	1027
1124	0	1519
183	0	1165
1165	0	183
1519	0	1124
1002	0	360
1424	0	2652
2141	0	2141
1027	0	2535
2035	0	1291
319	0	974
253	0	2640
2640	0	253
2652	0	1424
360	0	1002
542	0	2206
2206	0	542
1887	0	455
187	0	2640
2193	0	2203
2203	0	2193
2640	0	187
360	0	845
2623	0	1061
2659	0	241
241	0	2659
1061	0	2623
1519	0	2119
397	0	1144
2360	0	2360
845	0	360
2119	0	1519
974	0	319
179	0	758
1930	0	360
2607	0	2062
306	0	936
1363	0	1894
538	0	2575
2188	0	1320
1320	0	2188
1894	0	1363
2575	0	538
2101	0	845
360	0	2257
2257	0	360
845	0	2101
12	0	12
538	0	1708
592	0	526
2062	0	2607
1009	0	1945
1945	0	1009
1341	0	2119
1668	0	2259
2259	0	1668
360	0	9
9	0	360
2062	0	2355
2355	0	2062
597	0	2645
2645	0	597
1768	0	1768
130	0	1415
1415	0	130
360	0	802
802	0	360
936	0	306
2119	0	1341
360	0	1930
360	0	2
1124	0	858
2079	0	360
799	0	193
1083	0	1352
1550	0	1550
470	0	2251
345	0	2185
2185	0	345
380	0	188
538	0	794
794	0	538
187	0	2043
2043	0	187
2603	0	2352
2336	0	1737
1737	0	2336
2251	0	470
188	0	380
1352	0	1083
193	0	799
2168	0	2062
194	0	41
1439	0	188
48	0	1617
41	0	194
1139	0	165
165	0	1139
1426	0	1426
188	0	1439
1832	0	685
685	0	1832
378	0	2212
1398	0	2495
2495	0	1398
2212	0	378
2352	0	2603
1617	0	48
578	0	2329
820	0	2329
1807	0	1544
704	0	704
211	0	211
2538	0	1422
409	0	2125
2125	0	409
1544	0	1807
2655	0	2062
2062	0	2655
1656	0	2554
1677	0	1677
2508	0	262
262	0	2508
672	0	1068
2554	0	1656
1973	0	537
537	0	1973
1204	0	1322
2329	0	820
2567	0	1592
1592	0	2567
1668	0	2400
1473	0	2062
2062	0	1473
1422	0	2538
1424	0	1048
1048	0	1424
2400	0	1668
1224	0	694
694	0	1224
2228	0	538
538	0	2228
1322	0	1204
2329	0	578
1102	0	2554
2554	0	1102
871	0	524
711	0	1356
1545	0	188
188	0	1545
2062	0	1231
459	0	459
1231	0	2062
1356	0	711
1424	0	177
2399	0	2399
2517	0	1086
1102	0	2585
2585	0	1102
1086	0	2517
417	0	519
177	0	1424
2047	0	1000
1000	0	2047
2613	0	518
752	0	153
153	0	752
360	0	961
961	0	360
540	0	197
197	0	540
538	0	2304
2304	0	538
935	0	2542
2554	0	2083
2083	0	2554
2542	0	935
2418	0	1115
1115	0	2418
518	0	2613
2640	0	2659
1426	0	538
996	0	1395
1395	0	996
1700	0	2035
1399	0	1734
1734	0	1399
551	0	538
2035	0	1700
524	0	653
653	0	524
1739	0	1739
877	0	1611
2062	0	2168
2349	0	2062
2062	0	2349
524	0	871
360	0	2360
2360	0	360
2528	0	2228
455	0	1887
2228	0	2528
2320	0	360
519	0	417
538	0	1426
16	0	13
1341	0	1415
1415	0	1341
13	0	16
2659	0	2640
538	0	551
951	0	1766
1766	0	951
127	0	951
47	0	849
849	0	47
951	0	127
360	0	2320
1611	0	877
2640	0	894
894	0	2640
1333	0	2610
328	0	1424
2621	0	309
859	0	599
599	0	859
380	0	2517
2517	0	380
711	0	1908
1908	0	711
2623	0	551
551	0	2623
188	0	847
847	0	188
538	0	454
454	0	538
309	0	2621
1424	0	328
1804	0	2508
2508	0	1804
1374	0	1609
1609	0	1374
2343	0	2228
2228	0	2343
2062	0	706
706	0	2062
2248	0	599
1393	0	696
696	0	1393
188	0	188
360	0	1191
1191	0	360
599	0	2248
328	0	1526
1526	0	328
748	0	265
229	0	418
1356	0	308
265	0	748
843	0	1758
1341	0	360
360	0	1341
1758	0	843
634	0	1484
1484	0	634
2315	0	360
1697	0	188
1973	0	218
2349	0	2563
1654	0	306
2045	0	1484
218	0	1973
781	0	2608
188	0	1697
360	0	2315
914	0	1755
2563	0	2349
1340	0	59
59	0	1340
2550	0	360
615	0	1022
1022	0	615
360	0	2550
446	0	2640
2640	0	446
538	0	336
360	0	34
34	0	360
336	0	538
1679	0	875
1755	0	914
875	0	1679
308	0	1356
418	0	229
568	0	188
1157	0	1157
2102	0	1561
1424	0	1746
859	0	188
188	0	859
440	0	1766
306	0	2645
1561	0	2102
743	0	902
1230	0	1230
902	0	743
360	0	1039
1766	0	440
1045	0	1045
247	0	1424
1039	0	360
1124	0	861
2658	0	637
637	0	2658
945	0	1322
2228	0	808
1246	0	2125
2228	0	459
459	0	2228
2645	0	306
1576	0	218
218	0	1576
861	0	1124
651	0	691
691	0	651
2125	0	1246
1746	0	1424
2135	0	213
213	0	2135
1146	0	1146
936	0	936
1424	0	247
2332	0	758
981	0	1034
1257	0	1424
1424	0	1257
1014	0	2185
2062	0	1410
1410	0	2062
2207	0	360
2185	0	1014
360	0	2207
132	0	847
847	0	132
2517	0	2259
2259	0	2517
1192	0	1192
188	0	568
1034	0	981
2608	0	781
758	0	2332
2535	0	2535
758	0	2227
2062	0	2360
2360	0	2062
528	0	718
718	0	528
2488	0	188
188	0	2488
2227	0	758
1088	0	1268
1644	0	1957
1268	0	1088
1957	0	1644
1343	0	360
800	0	1424
360	0	1343
1424	0	800
1068	0	672
204	0	2335
1484	0	2045
1833	0	1304
1304	0	1833
1040	0	2658
253	0	1488
743	0	1756
1756	0	743
2658	0	1040
68	0	253
253	0	68
1341	0	1311
1311	0	1341
1063	0	2218
1769	0	2658
1109	0	360
386	0	386
1488	0	253
360	0	949
949	0	360
1550	0	213
2611	0	2644
2644	0	2611
1809	0	2538
2592	0	1218
1073	0	1257
1257	0	1073
2062	0	2051
2051	0	2062
1218	0	2592
1931	0	542
779	0	1278
691	0	179
179	0	691
1278	0	779
360	0	1109
213	0	1550
1132	0	2554
2554	0	1132
360	0	662
458	0	2257
982	0	2337
1310	0	1737
1737	0	1310
2337	0	982
662	0	360
1642	0	151
2257	0	458
2481	0	1415
1890	0	360
360	0	1890
1415	0	2481
2610	0	1333
151	0	1642
286	0	2062
2467	0	435
435	0	2467
1155	0	538
542	0	1931
2218	0	1063
1188	0	2143
2143	0	1188
2658	0	1769
360	0	1073
1073	0	360
2525	0	345
345	0	2525
1000	0	1204
2101	0	2640
1086	0	1086
2640	0	2101
2062	0	286
538	0	1155
1204	0	1000
2538	0	1809
1756	0	2006
709	0	2640
1973	0	2538
2538	0	1973
2215	0	74
2639	0	1231
1231	0	2639
2061	0	2061
1811	0	1672
74	0	2215
1596	0	2414
2414	0	1596
1259	0	526
363	0	2062
2062	0	363
1672	0	1811
2640	0	709
1884	0	74
74	0	1884
541	0	2388
2388	0	541
810	0	1513
2335	0	204
1513	0	810
1631	0	2649
2649	0	1631
1285	0	2033
2033	0	1285
174	0	2062
2524	0	1424
1424	0	2524
2062	0	174
2025	0	2500
2500	0	2025
360	0	2524
2524	0	360
360	0	1232
1232	0	360
538	0	2253
1704	0	1424
1424	0	1704
2253	0	538
1557	0	2193
409	0	1310
2193	0	1557
1310	0	409
594	0	2137
2624	0	2445
2445	0	2624
2006	0	1756
2137	0	594
724	0	2119
2119	0	724
930	0	2441
306	0	1654
597	0	1073
1073	0	597
526	0	1259
976	0	976
1232	0	1679
2415	0	142
1679	0	1232
142	0	2415
847	0	538
538	0	847
1056	0	1550
1550	0	1056
859	0	859
1973	0	2587
2162	0	1471
1471	0	2162
2441	0	930
2587	0	1973
1322	0	945
1582	0	1582
30	0	2057
380	0	1315
385	0	1639
1639	0	385
2062	0	345
345	0	2062
802	0	1758
1315	0	380
2096	0	1557
574	0	1424
360	0	1440
1255	0	2506
1440	0	360
421	0	2528
1912	0	1912
1424	0	574
360	0	2573
2573	0	360
1758	0	802
380	0	2259
1346	0	2573
2573	0	1346
1507	0	1027
2259	0	380
2332	0	2147
215	0	215
2147	0	2332
360	0	678
678	0	360
1424	0	2157
2157	0	1424
19	0	562
562	0	19
1557	0	2096
2228	0	711
1424	0	454
711	0	2228
1904	0	1446
753	0	1424
1679	0	1007
1007	0	1679
1106	0	693
1894	0	1066
1066	0	1894
1424	0	753
1305	0	1305
2193	0	1115
1115	0	500
78	0	78
380	0	369
378	0	1434
1434	0	378
1115	0	2193
359	0	2496
2496	0	359
180	0	2279
1446	0	1904
2506	0	1255
1424	0	474
474	0	1424
1076	0	538
610	0	1362
1362	0	610
1812	0	779
779	0	1812
538	0	1076
1587	0	561
561	0	1587
727	0	360
360	0	727
2279	0	180
2528	0	421
500	0	1115
454	0	1424
2628	0	538
832	0	1424
2115	0	2096
1693	0	360
189	0	105
360	0	1693
105	0	189
1424	0	832
1735	0	154
154	0	1735
1445	0	799
2096	0	2115
1681	0	1681
1819	0	711
360	0	2484
799	0	1445
1756	0	929
929	0	1756
367	0	1367
2062	0	1558
178	0	245
1558	0	2062
1124	0	1415
1415	0	1124
2375	0	969
242	0	538
538	0	242
1367	0	367
538	0	1232
1232	0	538
2647	0	2385
2385	0	2647
2640	0	978
978	0	2640
2498	0	1424
538	0	2628
1424	0	2498
336	0	336
758	0	758
2592	0	2118
2118	0	2592
681	0	92
2553	0	2062
691	0	2125
830	0	344
2526	0	2526
112	0	369
2062	0	2553
1340	0	799
799	0	1340
2125	0	691
1027	0	1507
369	0	112
344	0	830
1651	0	1423
1423	0	1651
2062	0	842
842	0	2062
711	0	1819
1679	0	586
165	0	2247
586	0	1679
2503	0	1069
1069	0	2503
2247	0	165
2593	0	965
965	0	2593
1679	0	363
538	0	2080
363	0	1679
2080	0	538
2484	0	360
369	0	380
693	0	1106
2346	0	2346
2311	0	121
538	0	2554
2554	0	538
626	0	1445
2516	0	2057
1507	0	663
121	0	2311
663	0	1507
1017	0	360
963	0	1805
1805	0	963
2414	0	577
577	0	2414
1445	0	626
360	0	1017
1689	0	914
914	0	1689
2552	0	1016
2486	0	2566
2566	0	2486
2471	0	492
492	0	2471
1424	0	1016
573	0	538
538	0	573
2543	0	2075
2075	0	2543
660	0	1747
2414	0	2102
2102	0	2414
1747	0	660
2057	0	2516
1016	0	2552
2322	0	1758
1016	0	1424
183	0	183
2560	0	914
6	0	2228
1556	0	1556
1367	0	643
2228	0	6
78	0	1436
1424	0	2037
643	0	1367
1436	0	78
782	0	2169
2037	0	1424
1424	0	1332
199	0	847
847	0	199
924	0	360
2169	0	782
868	0	868
1332	0	1424
1274	0	1016
914	0	2560
1894	0	1415
1415	0	1894
856	0	360
1819	0	1374
1374	0	1819
360	0	856
2101	0	2101
1016	0	1274
691	0	466
466	0	691
1491	0	2082
1424	0	2629
2629	0	1424
2082	0	1491
1758	0	2322
2133	0	492
492	0	2133
1424	0	2504
553	0	1785
860	0	2308
653	0	41
41	0	653
2308	0	860
386	0	211
1785	0	553
211	0	386
1717	0	538
538	0	1717
2099	0	2448
2623	0	1232
1935	0	1935
