57 1769 0 1
1704 2656 0 1
2656 1704 0 1
1708 538 0 2
147 656 0 1
656 147 0 1
2525 2611 0 3
1484 2508 0 1
2611 2525 0 3
211 16 0 3
538 2257 0 1
2259 1315 0 1
1315 2259 0 1
2257 538 0 1
1370 360 0 3
16 211 0 3
2602 157 0 1
2125 1499 0 1
1606 1424 0 1
562 386 0 1
2062 1741 0 1
2346 360 0 1
360 2346 0 1
386 562 0 1
936 538 0 3
538 936 0 3
2508 1484 0 1
2169 2302 0 1
2488 2445 0 1
2302 2169 0 1
2445 2488 0 1
157 2602 0 1
1499 2125 0 1
1424 1606 0 1
1075 1075 0 2
758 179 0 1
101 1557 0 1
1557 101 0 1
2386 926 0 1
1424 1524 0 1
1524 1424 0 1
926 2386 0 1
385 946 0 1
946 385 0 1
2472 1470 0 8
2193 1310 0 1
2079 153 0 1
153 2079 0 1
360 2079 0 1
382 2580 0 1
2580 382 0 1
858 1124 0 1
1310 2193 0 1
538 2035 0 1
1470 2472 0 8
1763 1578 0 1
1202 990 0 1
990 1202 0 1
1291 2035 0 1
222 1605 0 1
385 2587 0 1
1605 222 0 1
970 528 0 1
2587 385 0 1
528 970 0 1
1971 2165 0 1
2165 1971 0 1
338 688 0 1
688 338 0 1
1578 1763 0 1
2035 538 0 1
360 1370 0 3
2 360 0 2
1741 2062 0 1
526 592 0 1
1144 397 0 1
2535 1027 0 1
1124 1519 0 1
183 1165 0 1
1165 183 0 1
1519 1124 0 1
1002 360 0 13
1424 2652 0 1
2141 2141 0 2
1027 2535 0 1
2035 1291 0 1
319 974 0 1
253 2640 0 2
2640 253 0 2
2652 1424 0 1
360 1002 0 13
542 2206 0 1
2206 542 0 1
1887 455 0 1
187 2640 0 1
2193 2203 0 1
2203 2193 0 1
2640 187 0 1
360 845 0 1
2623 1061 0 1
2659 241 0 1
241 2659 0 1
1061 2623 0 1
1519 2119 0 3
397 1144 0 1
2360 2360 0 2
845 360 0 1
2119 1519 0 3
974 319 0 1
179 758 0 1
1930 360 0 1
2607 2062 0 1
306 936 0 1
1363 1894 0 1
538 2575 0 1
2188 1320 0 1
1320 2188 0 1
1894 1363 0 1
2575 538 0 1
2101 845 0 2
360 2257 0 1
2257 360 0 1
845 2101 0 2
12 12 0 2
538 1708 0 2
592 526 0 1
2062 2607 0 1
1009 1945 0 1
1945 1009 0 1
1341 2119 0 1
1668 2259 0 2
2259 1668 0 2
360 9 0 2
9 360 0 2
2062 2355 0 3
2355 2062 0 3
597 2645 0 1
2645 597 0 1
1768 1768 0 2
130 1415 0 1
1415 130 0 1
360 802 0 1
802 360 0 1
936 306 0 1
2119 1341 0 1
360 1930 0 1
360 2 0 2
1124 858 0 1
2079 360 0 1
799 193 0 1
1083 1352 0 1
1550 1550 0 2
470 2251 0 1
345 2185 0 1
2185 345 0 1
380 188 0 5
538 794 0 3
794 538 0 3
187 2043 0 1
2043 187 0 1
2603 2352 0 1
2336 1737 0 16
1737 2336 0 16
2251 470 0 1
188 380 0 5
1352 1083 0 1
193 799 0 1
2168 2062 0 1
194 41 0 1
1439 188 0 1
48 1617 0 1
41 194 0 1
1139 165 0 1
165 1139 0 1
1426 1426 0 2
188 1439 0 1
1832 685 0 1
685 1832 0 1
378 2212 0 1
1398 2495 0 2
2495 1398 0 2
2212 378 0 1
2352 2603 0 1
1617 48 0 1
578 2329 0 1
820 2329 0 2
1807 1544 0 1
704 704 0 2
211 211 0 2
2538 1422 0 1
409 2125 0 1
2125 409 0 1
1544 1807 0 1
2655 2062 0 1
2062 2655 0 1
1656 2554 0 1
1677 1677 0 2
2508 262 0 4
262 2508 0 4
672 1068 0 1
2554 1656 0 1
1973 537 0 1
537 1973 0 1
1204 1322 0 1
2329 820 0 2
2567 1592 0 4
1592 2567 0 4
1668 2400 0 1
1473 2062 0 1
2062 1473 0 1
1422 2538 0 1
1424 1048 0 1
1048 1424 0 1
2400 1668 0 1
1224 694 0 1
694 1224 0 1
2228 538 0 1
538 2228 0 1
1322 1204 0 1
2329 578 0 1
1102 2554 0 1
2554 1102 0 1
871 524 0 1
711 1356 0 2
1545 188 0 4
188 1545 0 4
2062 1231 0 1
459 459 0 2
1231 2062 0 1
1356 711 0 2
1424 177 0 1
2399 2399 0 4
2517 1086 0 1
1102 2585 0 21
2585 1102 0 21
1086 2517 0 1
417 519 0 1
177 1424 0 1
2047 1000 0 1
1000 2047 0 1
2613 518 0 1
752 153 0 1
153 752 0 1
360 961 0 58
961 360 0 58
540 197 0 1
197 540 0 1
538 2304 0 1
2304 538 0 1
935 2542 0 3
2554 2083 0 3
2083 2554 0 3
2542 935 0 3
2418 1115 0 1
1115 2418 0 1
518 2613 0 1
2640 2659 0 4
1426 538 0 1
996 1395 0 1
1395 996 0 1
1700 2035 0 4
1399 1734 0 1
1734 1399 0 1
551 538 0 1
2035 1700 0 4
524 653 0 1
653 524 0 1
1739 1739 0 2
877 1611 0 1
2062 2168 0 1
2349 2062 0 1
2062 2349 0 1
524 871 0 1
360 2360 0 19
2360 360 0 19
2528 2228 0 1
455 1887 0 1
2228 2528 0 1
2320 360 0 1
519 417 0 1
538 1426 0 1
16 13 0 1
1341 1415 0 1
1415 1341 0 1
13 16 0 1
2659 2640 0 4
538 551 0 1
951 1766 0 1
1766 951 0 1
127 951 0 1
47 849 0 1
849 47 0 1
951 127 0 1
360 2320 0 1
1611 877 0 1
2640 894 0 1
894 2640 0 1
1333 2610 0 2
328 1424 0 1
2621 309 0 1
859 599 0 4
599 859 0 4
380 2517 0 2
2517 380 0 2
711 1908 0 1
1908 711 0 1
