0	E0_0	0
1	E0_1	0
2	E0_2	0
3	E0_3	0
4	E0_4	0
5	E0_5	0
6	E0_6	0
7	E0_7	0
8	E0_8	0
9	E0_9	0
10	E0_10	0
11	E0_11	0
12	E0_12	0
13	E0_13	0
14	E0_14	0
15	E0_15	0
16	E0_16	0
17	E0_17	0
18	E0_18	0
19	E0_19	0
20	E0_20	0
21	E0_21	0
22	E0_22	0
23	E0_23	0
24	E0_24	0
25	E0_25	0
26	E0_26	0
27	E0_27	0
28	E0_28	0
29	E0_29	0
30	E0_30	0
31	E0_31	0
32	E0_32	0
33	E0_33	0
34	E0_34	0
35	E0_35	0
36	E0_36	0
37	E0_37	0
38	E0_38	0
39	E0_39	0
40	E0_40	0
41	E0_41	0
42	E0_42	0
43	E0_43	0
44	E0_44	0
45	E0_45	0
46	E0_46	0
47	E0_47	0
48	E0_48	0
49	E0_49	0
50	E0_50	0
51	E0_51	0
52	E0_52	0
53	E0_53	0
54	E0_54	0
55	E0_55	0
56	E0_56	0
57	E0_57	0
58	E0_58	0
59	E0_59	0
60	E0_60	0
61	E0_61	0
62	E0_62	0
63	E0_63	0
64	E0_64	0
65	E0_65	0
66	E0_66	0
67	E0_67	0
68	E0_68	0
69	E0_69	0
70	E0_70	0
71	E0_71	0
72	E0_72	0
73	E0_73	0
74	E0_74	0
75	E0_75	0
76	E0_76	0
77	E0_77	0
78	E0_78	0
79	E0_79	0
80	E0_80	0
81	E0_81	0
82	E0_82	0
83	E0_83	0
84	E0_84	0
85	E0_85	0
86	E0_86	0
87	E0_87	0
88	E0_88	0
89	E0_89	0
90	E0_90	0
91	E0_91	0
92	E0_92	0
93	E0_93	0
94	E0_94	0
95	E0_95	0
96	E0_96	0
97	E0_97	0
98	E0_98	0
99	E0_99	0
100	E0_100	0
101	E0_101	0
102	E0_102	0
103	E0_103	0
104	E0_104	0
105	E0_105	0
106	E0_106	0
107	E0_107	0
108	E0_108	0
109	E0_109	0
110	E0_110	0
111	E0_111	0
112	E0_112	0
113	E0_113	0
114	E0_114	0
115	E0_115	0
116	E0_116	0
117	E0_117	0
