0	201	0	0.4001572083672233
0	202	0	0.9787379841057392
0	204	0	1.8675579901499677
0	205	0	-0.977277879876411
0	206	0	0.9500884175255891
0	207	0	-0.1513572082976979
0	208	0	-0.10321885179355783
0	209	0	0.41059850193837233
0	210	0	0.144043571160878
0	211	0	1.454273506962975
0	212	0	0.7610377251469934
0	213	0	0.12167501649282837
0	214	0	0.44386323274542566
0	216	0	1.4940790731576061
0	217	0	-0.2051582637658009
0	218	0	0.3130677016509014
0	219	0	-0.8540957393017247
0	220	0	-2.5529898158340782
0	221	0	0.6536185954403607
0	224	0	2.269754623987608
0	225	0	-1.4543656745987648
0	227	0	-0.1871838500258336
0	228	0	1.5327792143584575
0	229	0	1.4693587699002852
0	230	0	0.1549474256969163
0	232	0	-0.8877857476301126
0	233	0	-1.9807964682239267
0	234	0	-0.3479121493261526
0	235	0	0.15634896910398002
0	236	0	1.2302906807277207
0	237	0	1.2023798487844113
0	238	0	-0.3873268174079523
0	239	0	-0.3023027505753356
0	240	0	-1.0485529650670926
0	241	0	-1.4200179371789752
0	243	0	1.9507753952317897
0	244	0	-0.5096521817516535
0	245	0	-0.43807430161118643
0	246	0	-1.2527953600499262
0	247	0	0.7774903558319101
0	248	0	-1.6138978475579517
0	250	0	-0.8954665611936755
0	251	0	0.386902497859262
0	252	0	-0.510805137568873
0	253	0	-1.180632184122412
0	254	0	-0.028182228338654868
0	255	0	0.42833187053041766
0	256	0	0.06651722238316789
0	257	0	0.3024718977397814
0	259	0	-0.36274116598713807
0	261	0	-0.3595531615405413
0	263	0	-1.7262826023316766
0	264	0	0.17742614225375283
0	265	0	-0.4017809362082618
0	267	0	0.4627822555257741
0	268	0	-0.907298364383242
0	269	0	0.051945395796138945
0	270	0	0.7290905621775368
0	271	0	0.12898291075741064
0	272	0	1.1394006845433007
0	273	0	-1.2348258203536528
0	274	0	0.40234164117754895
0	275	0	-0.6848100909403132
0	276	0	-0.8707971491818819
0	278	0	-0.31155253212737266
0	279	0	0.05616534222974544
0	281	0	0.9008264869541872
0	282	0	0.4656624397304598
0	283	0	-1.5362436862772235
0	286	0	1.1787795711596507
0	287	0	-0.1799248358123509
0	288	0	-1.0707526215105423
0	289	0	1.0544517269311366
0	290	0	-0.4031769469731796
0	291	0	1.2224450703824274
0	292	0	0.2082749780768603
0	293	0	0.9766390364837128
0	294	0	0.3563663971744018
0	296	0	0.010500020720820478
0	297	0	1.7858704939058352
0	299	0	0.4019893634447017
0	300	0	1.8831506970562544
0	301	0	-1.3477590611424464
0	302	0	-1.2704849984857338
0	304	0	-1.1731234051141601
0	305	0	1.9436211856492929
0	306	0	-0.41361898075974735
