0	E0_0	0	0
1	E0_1	0	0
2	E0_2	0	0
4	E0_4	0	0
6	E0_6	0	0
7	E0_7	0	0
8	E0_8	0	0
9	E0_9	0	0
11	E0_11	0	0
12	E0_12	0	0
13	E0_13	0	0
14	E0_14	0	0
15	E0_15	0	0
16	E0_16	0	0
17	E0_17	0	0
18	E0_18	0	0
19	E0_19	0	0
20	E0_20	0	0
21	E0_21	0	0
22	E0_22	0	0
23	E0_23	0	0
24	E0_24	0	0
25	E0_25	0	0
26	E0_26	0	0
29	E0_29	0	0
31	E0_31	0	0
32	E0_32	0	0
33	E0_33	0	0
34	E0_34	0	0
35	E0_35	0	0
36	E0_36	0	0
37	E0_37	0	0
38	E0_38	0	0
40	E0_40	0	0
42	E0_42	0	0
43	E0_43	0	0
44	E0_44	0	0
46	E0_46	0	0
47	E0_47	0	0
49	E0_49	0	0
50	E0_50	0	0
52	E0_52	0	0
53	E0_53	0	0
54	E0_54	0	0
55	E0_55	0	0
56	E0_56	0	0
57	E0_57	0	0
59	E0_59	0	0
60	E0_60	0	0
62	E0_62	0	0
63	E0_63	0	0
66	E0_66	0	0
67	E0_67	0	0
68	E0_68	0	0
69	E0_69	0	0
70	E0_70	0	0
71	E0_71	0	0
72	E0_72	0	0
74	E0_74	0	0
75	E0_75	0	0
76	E0_76	0	0
77	E0_77	0	0
78	E0_78	0	0
79	E0_79	0	0
82	E0_82	0	0
84	E0_84	0	0
88	E0_88	0	0
89	E0_89	0	0
90	E0_90	0	0
93	E0_93	0	0
94	E0_94	0	0
96	E0_96	0	0
97	E0_97	0	0
98	E0_98	0	0
100	E0_100	0	0
102	E0_102	0	0
104	E0_104	0	0
105	E0_105	0	0
106	E0_106	0	0
107	E0_107	0	0
109	E0_109	0	0
110	E0_110	0	0
111	E0_111	0	0
112	E0_112	0	0
113	E0_113	0	0
114	E0_114	0	0
115	E0_115	0	0
116	E0_116	0	0
117	E0_117	0	0
119	E0_119	0	0
120	E0_120	0	0
122	E0_122	0	0
123	E0_123	0	0
125	E0_125	0	0
