57	0	1769	0	0
1704	0	2656	0	0
2656	0	1704	0	0
1708	0	538	0	0
147	0	656	0	0
656	0	147	0	0
2525	0	2611	0	0
1484	0	2508	0	0
2611	0	2525	0	0
211	0	16	0	0
538	0	2257	0	0
2259	0	1315	0	0
1315	0	2259	0	0
2257	0	538	0	0
1370	0	360	0	0
16	0	211	0	0
2602	0	157	0	0
2125	0	1499	0	0
1606	0	1424	0	0
562	0	386	0	0
2062	0	1741	0	0
2346	0	360	0	0
360	0	2346	0	0
386	0	562	0	0
936	0	538	0	0
538	0	936	0	0
2508	0	1484	0	0
2169	0	2302	0	0
2488	0	2445	0	0
2302	0	2169	0	0
2445	0	2488	0	0
157	0	2602	0	0
1499	0	2125	0	0
1424	0	1606	0	0
1075	0	1075	0	0
758	0	179	0	0
101	0	1557	0	0
1557	0	101	0	0
2386	0	926	0	0
1424	0	1524	0	0
1524	0	1424	0	0
926	0	2386	0	0
385	0	946	0	0
946	0	385	0	0
2472	0	1470	0	0
2193	0	1310	0	0
2079	0	153	0	0
153	0	2079	0	0
360	0	2079	0	0
382	0	2580	0	0
2580	0	382	0	0
858	0	1124	0	0
1310	0	2193	0	0
538	0	2035	0	0
1470	0	2472	0	0
1763	0	1578	0	0
1202	0	990	0	0
990	0	1202	0	0
1291	0	2035	0	0
222	0	1605	0	0
385	0	2587	0	0
1605	0	222	0	0
970	0	528	0	0
2587	0	385	0	0
528	0	970	0	0
1971	0	2165	0	0
2165	0	1971	0	0
338	0	688	0	0
688	0	338	0	0
1578	0	1763	0	0
2035	0	538	0	0
360	0	1370	0	0
2	0	360	0	0
1741	0	2062	0	0
526	0	592	0	0
1144	0	397	0	0
2535	0	1027	0	0
1124	0	1519	0	0
183	0	1165	0	0
1165	0	183	0	0
1519	0	1124	0	0
1002	0	360	0	0
1424	0	2652	0	0
2141	0	2141	0	0
1027	0	2535	0	0
2035	0	1291	0	0
319	0	974	0	0
253	0	2640	0	0
2640	0	253	0	0
2652	0	1424	0	0
360	0	1002	0	0
542	0	2206	0	0
2206	0	542	0	0
1887	0	455	0	0
187	0	2640	0	0
2193	0	2203	0	0
2203	0	2193	0	0
2640	0	187	0	0
360	0	845	0	0
2623	0	1061	0	0
2659	0	241	0	0
241	0	2659	0	0
1061	0	2623	0	0
1519	0	2119	0	0
397	0	1144	0	0
2360	0	2360	0	0
845	0	360	0	0
2119	0	1519	0	0
974	0	319	0	0
179	0	758	0	0
1930	0	360	0	0
2607	0	2062	0	0
306	0	936	0	0
1363	0	1894	0	0
538	0	2575	0	0
2188	0	1320	0	0
1320	0	2188	0	0
1894	0	1363	0	0
2575	0	538	0	0
2101	0	845	0	0
360	0	2257	0	0
2257	0	360	0	0
845	0	2101	0	0
12	0	12	0	0
538	0	1708	0	0
592	0	526	0	0
2062	0	2607	0	0
1009	0	1945	0	0
1945	0	1009	0	0
1341	0	2119	0	0
1668	0	2259	0	0
2259	0	1668	0	0
360	0	9	0	0
9	0	360	0	0
2062	0	2355	0	0
2355	0	2062	0	0
597	0	2645	0	0
2645	0	597	0	0
1768	0	1768	0	0
130	0	1415	0	0
1415	0	130	0	0
360	0	802	0	0
802	0	360	0	0
936	0	306	0	0
2119	0	1341	0	0
360	0	1930	0	0
360	0	2	0	0
1124	0	858	0	0
2079	0	360	0	0
799	0	193	0	0
1083	0	1352	0	0
1550	0	1550	0	0
470	0	2251	0	0
345	0	2185	0	0
2185	0	345	0	0
380	0	188	0	0
538	0	794	0	0
794	0	538	0	0
187	0	2043	0	0
2043	0	187	0	0
2603	0	2352	0	0
2336	0	1737	0	0
1737	0	2336	0	0
2251	0	470	0	0
188	0	380	0	0
1352	0	1083	0	0
193	0	799	0	0
2168	0	2062	0	0
194	0	41	0	0
1439	0	188	0	0
48	0	1617	0	0
41	0	194	0	0
1139	0	165	0	0
165	0	1139	0	0
1426	0	1426	0	0
188	0	1439	0	0
1832	0	685	0	0
685	0	1832	0	0
378	0	2212	0	0
1398	0	2495	0	0
2495	0	1398	0	0
2212	0	378	0	0
2352	0	2603	0	0
1617	0	48	0	0
578	0	2329	0	0
820	0	2329	0	0
1807	0	1544	0	0
704	0	704	0	0
211	0	211	0	0
2538	0	1422	0	0
409	0	2125	0	0
2125	0	409	0	0
1544	0	1807	0	0
2655	0	2062	0	0
2062	0	2655	0	0
1656	0	2554	0	0
1677	0	1677	0	0
2508	0	262	0	0
262	0	2508	0	0
672	0	1068	0	0
2554	0	1656	0	0
1973	0	537	0	0
537	0	1973	0	0
1204	0	1322	0	0
2329	0	820	0	0
2567	0	1592	0	0
1592	0	2567	0	0
1668	0	2400	0	0
1473	0	2062	0	0
2062	0	1473	0	0
1422	0	2538	0	0
1424	0	1048	0	0
1048	0	1424	0	0
2400	0	1668	0	0
1224	0	694	0	0
694	0	1224	0	0
2228	0	538	0	0
538	0	2228	0	0
1322	0	1204	0	0
2329	0	578	0	0
1102	0	2554	0	0
2554	0	1102	0	0
871	0	524	0	0
711	0	1356	0	0
1545	0	188	0	0
188	0	1545	0	0
2062	0	1231	0	0
459	0	459	0	0
1231	0	2062	0	0
1356	0	711	0	0
1424	0	177	0	0
2399	0	2399	0	0
2517	0	1086	0	0
1102	0	2585	0	0
2585	0	1102	0	0
1086	0	2517	0	0
417	0	519	0	0
177	0	1424	0	0
2047	0	1000	0	0
1000	0	2047	0	0
2613	0	518	0	0
752	0	153	0	0
153	0	752	0	0
360	0	961	0	0
961	0	360	0	0
540	0	197	0	0
197	0	540	0	0
538	0	2304	0	0
2304	0	538	0	0
935	0	2542	0	0
2554	0	2083	0	0
2083	0	2554	0	0
2542	0	935	0	0
2418	0	1115	0	0
1115	0	2418	0	0
518	0	2613	0	0
2640	0	2659	0	0
1426	0	538	0	0
996	0	1395	0	0
1395	0	996	0	0
