33391
57 1769 0
1704 2656 0
2656 1704 0
1708 538 0
147 656 0
656 147 0
2525 2611 0
1484 2508 0
2611 2525 0
211 16 0
538 2257 0
2259 1315 0
1315 2259 0
2257 538 0
1370 360 0
16 211 0
2602 157 0
2125 1499 0
1606 1424 0
562 386 0
2062 1741 0
2346 360 0
360 2346 0
386 562 0
936 538 0
538 936 0
2508 1484 0
2169 2302 0
2488 2445 0
2302 2169 0
2445 2488 0
157 2602 0
1499 2125 0
1424 1606 0
1075 1075 0
758 179 0
101 1557 0
1557 101 0
2386 926 0
1424 1524 0
1524 1424 0
926 2386 0
385 946 0
946 385 0
2472 1470 0
2193 1310 0
2079 153 0
153 2079 0
360 2079 0
382 2580 0
2580 382 0
858 1124 0
1310 2193 0
538 2035 0
1470 2472 0
1763 1578 0
1202 990 0
990 1202 0
1291 2035 0
222 1605 0
385 2587 0
1605 222 0
970 528 0
2587 385 0
528 970 0
1971 2165 0
2165 1971 0
338 688 0
688 338 0
1578 1763 0
2035 538 0
360 1370 0
2 360 0
1741 2062 0
526 592 0
1144 397 0
2535 1027 0
1124 1519 0
183 1165 0
1165 183 0
1519 1124 0
1002 360 0
1424 2652 0
2141 2141 0
1027 2535 0
2035 1291 0
319 974 0
253 2640 0
2640 253 0
2652 1424 0
360 1002 0
542 2206 0
2206 542 0
1887 455 0
187 2640 0
2193 2203 0
2203 2193 0
2640 187 0
360 845 0
2623 1061 0
2659 241 0
241 2659 0
1061 2623 0
1519 2119 0
397 1144 0
2360 2360 0
845 360 0
2119 1519 0
974 319 0
179 758 0
1930 360 0
2607 2062 0
306 936 0
1363 1894 0
538 2575 0
2188 1320 0
1320 2188 0
1894 1363 0
2575 538 0
2101 845 0
360 2257 0
2257 360 0
845 2101 0
12 12 0
538 1708 0
592 526 0
2062 2607 0
1009 1945 0
1945 1009 0
1341 2119 0
1668 2259 0
2259 1668 0
360 9 0
9 360 0
2062 2355 0
2355 2062 0
597 2645 0
2645 597 0
1768 1768 0
130 1415 0
1415 130 0
360 802 0
802 360 0
936 306 0
2119 1341 0
360 1930 0
360 2 0
1124 858 0
2079 360 0
799 193 0
1083 1352 0
1550 1550 0
470 2251 0
345 2185 0
2185 345 0
380 188 0
538 794 0
794 538 0
187 2043 0
2043 187 0
2603 2352 0
2336 1737 0
1737 2336 0
2251 470 0
188 380 0
1352 1083 0
193 799 0
2168 2062 0
194 41 0
1439 188 0
48 1617 0
41 194 0
1139 165 0
165 1139 0
1426 1426 0
188 1439 0
1832 685 0
685 1832 0
378 2212 0
1398 2495 0
2495 1398 0
2212 378 0
2352 2603 0
1617 48 0
578 2329 0
820 2329 0
1807 1544 0
704 704 0
211 211 0
2538 1422 0
409 2125 0
2125 409 0
1544 1807 0
2655 2062 0
2062 2655 0
1656 2554 0
1677 1677 0
2508 262 0
262 2508 0
672 1068 0
2554 1656 0
1973 537 0
537 1973 0
1204 1322 0
2329 820 0
2567 1592 0
1592 2567 0
1668 2400 0
1473 2062 0
2062 1473 0
1422 2538 0
1424 1048 0
1048 1424 0
2400 1668 0
1224 694 0
694 1224 0
2228 538 0
538 2228 0
