size=50, negative=5, samples=200.0M, alpha=0.025
3724	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.246228 -0.423395 -0.438564 0.318138 1.091359 -1.354113 1.465331 -1.638474 -0.559687 0.317633 0.869987 -0.589434 0.781896 0.541936 0.681145 0.404693 1.302987 -0.615639 -0.82925 -0.103126 -1.043799 -1.491901 -1.04206 1.241595 -1.270752
806	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.669935 0.125098 -0.370333 0.614939 0.11816 -0.859897 0.552498 -1.012483 0.415836 1.382753 1.576047 -0.474428 0.786359 -0.278316 -0.552135 1.685685 -0.463845 1.056567 0.515906 -1.349338 0.123835 -0.020323 -0.626296 -0.263328 -0.083768
4611	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.323896 -0.354866 -0.360373 0.987786 1.176694 0.053329 0.478468 -0.384422 0.906089 1.33244 1.982462 0.021873 -0.251262 -0.403739 0.29237 -0.334465 0.403101 1.715975 -0.36028 0.226991 -0.301444 -0.919843 0.686519 0.739046 -0.481074
3962	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001044 -1.406749 -0.19511 1.153074 0.784336 -0.554324 0.945926 -0.611251 -0.254779 1.057091 1.718999 -0.093381 1.818445 0.251438 -0.337134 -0.058874 -0.687258 1.56001 0.339458 -0.060128 0.442088 0.334265 0.494973 0.859071 0.026827
3957	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.433613 -0.168449 -0.33009 0.505825 0.393962 -0.845384 0.801493 -0.476241 0.38369 0.413761 1.58775 -0.31575 1.066414 -0.029122 0.020002 0.773905 -0.456005 -0.362734 -0.292116 -0.089487 -0.23071 -0.542184 1.405706 -0.025024 0.244532
948	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.781734 -1.591058 -1.272983 1.03548 0.836019 0.996803 -0.142104 -1.322379 0.221615 -0.427275 0.859441 -0.199097 -0.460469 -0.579716 -0.885615 0.147138 -0.023471 1.079595 0.310573 -0.454199 -0.780495 -0.910225 0.141635 0.877297 -0.055191
2940	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.070955 0.793312 -1.47574 1.057999 1.620192 -2.166777 0.237679 -0.276643 0.864503 0.110409 1.951575 -1.330268 0.438718 -1.045491 -0.701818 0.492176 -0.760496 0.802348 0.568554 1.072598 -0.454369 -0.927921 0.397093 -0.210974 -0.522263
4271	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.014116 0.019333 0.008358 0.001828 -0.002426 0.00943 0.005784 0.014552 -0.014585 0.016296 -9e-06 -0.007027 0.000597 -0.011559 0.009701 0.009687 0.009151 -0.014407 0.0015 0.01894 0.000529 -0.002801 -0.01679 0.000848 -0.017707
6303	0.090562 0.376695 0.128856 0.176056 0.316682 -0.038917 -0.491619 -0.423349 -0.118159 0.442788 0.693846 -0.260682 0.467325 0.090062 0.521883 -0.032103 0.305843 0.326727 -0.012864 -0.16466 -0.335714 0.48133 0.176903 0.462345 0.165089 0.011208 -0.00848 -0.001444 -0.002501 -0.000682 0.004146 -0.004838 0.019351 -0.002232 -0.010781 -0.011924 -0.017108 -0.00986 0.013582 0.015993 0.009104 -0.001301 -0.013319 -0.008895 0.008445 -0.010609 0.005347 0.010872 0.000811 -0.010035
1214	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.367458 0.115138 -0.179726 0.647345 1.100105 -0.316113 1.670449 0.473972 0.074867 1.608969 2.425532 -0.817125 -1.325798 -1.013296 -0.369127 0.982212 0.254659 1.062152 0.328695 -0.089652 -0.907288 -1.490862 -0.401683 0.186449 1.064391
